Dataset: beers
Original file: /root/datarepair/datasets/beers/dirty.csv
Clean file: /root/datarepair/datasets/beers/clean.csv
Repaired file: /root/datarepair/baselines/raha/repaired_datasets/beers/repaired_dirty.csv
Processing time: 180.43 seconds
Total errors detected: 4362
Total corrections applied: 4050

Corrections applied (Row,Column,Original_Value,Corrected_Value):
159,5,"N/A",""
160,5,"N/A",""
161,5,"N/A",""
162,5,"N/A",""
170,5,"N/A",""
173,5,"N/A",""
174,5,"N/A",""
175,5,"N/A",""
176,5,"N/A",""
177,5,"N/A",""
178,5,"N/A",""
182,5,"N/A",""
186,5,"N/A",""
188,5,"N/A",""
193,5,"N/A",""
203,5,"N/A",""
205,5,"N/A",""
206,5,"N/A",""
207,5,"N/A",""
208,5,"N/A",""
217,5,"N/A",""
218,5,"N/A",""
219,5,"N/A",""
220,5,"N/A",""
221,5,"N/A",""
222,5,"N/A",""
224,5,"N/A",""
226,5,"N/A",""
234,5,"N/A",""
235,5,"N/A",""
236,5,"N/A",""
237,5,"N/A",""
238,5,"N/A",""
241,5,"N/A",""
243,5,"N/A",""
244,5,"N/A",""
245,5,"N/A",""
247,5,"N/A",""
248,5,"N/A",""
260,5,"N/A",""
272,5,"N/A",""
273,5,"N/A",""
274,5,"N/A",""
286,5,"N/A",""
289,5,"N/A",""
290,5,"N/A",""
292,5,"N/A",""
293,5,"N/A",""
294,5,"N/A",""
295,5,"N/A",""
296,5,"N/A",""
297,5,"N/A",""
298,5,"N/A",""
299,5,"N/A",""
300,5,"N/A",""
301,5,"N/A",""
302,5,"N/A",""
307,5,"N/A",""
308,5,"N/A",""
315,5,"N/A",""
316,5,"N/A",""
317,5,"N/A",""
318,5,"N/A",""
319,5,"N/A",""
323,5,"N/A",""
324,5,"N/A",""
325,5,"N/A",""
326,5,"N/A",""
327,5,"N/A",""
328,5,"N/A",""
329,5,"N/A",""
330,5,"N/A",""
333,5,"N/A",""
340,5,"N/A",""
341,5,"N/A",""
342,5,"N/A",""
343,5,"N/A",""
345,5,"N/A",""
347,5,"N/A",""
348,5,"N/A",""
349,5,"N/A",""
350,5,"N/A",""
351,5,"N/A",""
352,5,"N/A",""
357,5,"N/A",""
358,5,"N/A",""
368,5,"N/A",""
369,5,"N/A",""
370,5,"N/A",""
375,5,"N/A",""
377,5,"N/A",""
382,5,"N/A",""
386,5,"N/A",""
387,5,"N/A",""
388,5,"N/A",""
389,5,"N/A",""
390,5,"N/A",""
391,5,"N/A",""
392,5,"N/A",""
393,5,"N/A",""
394,5,"N/A",""
395,5,"N/A",""
396,5,"N/A",""
397,5,"N/A",""
398,5,"N/A",""
399,5,"N/A",""
400,5,"N/A",""
401,5,"N/A",""
402,5,"N/A",""
403,5,"N/A",""
404,5,"N/A",""
405,5,"N/A",""
406,5,"N/A",""
407,5,"N/A",""
408,5,"N/A",""
409,5,"N/A",""
410,5,"N/A",""
411,5,"N/A",""
412,5,"N/A",""
413,5,"N/A",""
414,5,"N/A",""
415,5,"N/A",""
416,5,"N/A",""
417,5,"N/A",""
418,5,"N/A",""
419,5,"N/A",""
420,5,"N/A",""
421,5,"N/A",""
422,5,"N/A",""
423,5,"N/A",""
424,5,"N/A",""
425,5,"N/A",""
426,5,"N/A",""
427,5,"N/A",""
428,5,"N/A",""
429,5,"N/A",""
430,5,"N/A",""
431,5,"N/A",""
432,5,"N/A",""
433,5,"N/A",""
434,5,"N/A",""
435,5,"N/A",""
436,5,"N/A",""
437,5,"N/A",""
438,5,"N/A",""
439,5,"N/A",""
440,5,"N/A",""
441,5,"N/A",""
442,5,"N/A",""
443,5,"N/A",""
444,5,"N/A",""
445,5,"N/A",""
446,5,"N/A",""
447,5,"N/A",""
448,5,"N/A",""
449,5,"N/A",""
450,5,"N/A",""
451,5,"N/A",""
452,5,"N/A",""
455,5,"N/A",""
458,5,"N/A",""
460,5,"N/A",""
461,5,"N/A",""
462,5,"N/A",""
463,5,"N/A",""
464,5,"N/A",""
466,5,"N/A",""
470,5,"N/A",""
471,5,"N/A",""
475,5,"N/A",""
476,5,"N/A",""
477,5,"N/A",""
480,5,"N/A",""
481,5,"N/A",""
484,5,"N/A",""
488,5,"N/A",""
489,5,"N/A",""
490,5,"N/A",""
491,5,"N/A",""
492,5,"N/A",""
493,5,"N/A",""
494,5,"N/A",""
495,5,"N/A",""
496,5,"N/A",""
497,5,"N/A",""
498,5,"N/A",""
505,5,"N/A",""
518,5,"N/A",""
519,5,"N/A",""
520,5,"N/A",""
521,5,"N/A",""
522,5,"N/A",""
523,5,"N/A",""
537,5,"N/A",""
538,5,"N/A",""
539,5,"N/A",""
540,5,"N/A",""
541,5,"N/A",""
542,5,"N/A",""
543,5,"N/A",""
544,5,"N/A",""
546,5,"N/A",""
547,5,"N/A",""
552,5,"N/A",""
553,5,"N/A",""
554,5,"N/A",""
555,5,"N/A",""
556,5,"N/A",""
557,5,"N/A",""
558,5,"N/A",""
559,5,"N/A",""
560,5,"N/A",""
563,5,"N/A",""
564,5,"N/A",""
566,5,"N/A",""
571,5,"N/A",""
572,5,"N/A",""
581,5,"N/A",""
585,5,"N/A",""
588,5,"N/A",""
593,5,"N/A",""
596,5,"N/A",""
597,5,"N/A",""
601,5,"N/A",""
602,5,"N/A",""
603,5,"N/A",""
604,5,"N/A",""
607,5,"N/A",""
611,5,"N/A",""
612,5,"N/A",""
616,5,"N/A",""
619,5,"N/A",""
623,5,"N/A",""
624,5,"N/A",""
625,5,"N/A",""
626,5,"N/A",""
627,5,"N/A",""
628,5,"N/A",""
629,5,"N/A",""
639,5,"N/A",""
643,5,"N/A",""
644,5,"N/A",""
645,5,"N/A",""
646,5,"N/A",""
647,5,"N/A",""
648,5,"N/A",""
649,5,"N/A",""
654,5,"N/A",""
655,5,"N/A",""
656,5,"N/A",""
658,5,"N/A",""
661,5,"N/A",""
663,5,"N/A",""
664,5,"N/A",""
665,5,"N/A",""
666,5,"N/A",""
667,5,"N/A",""
668,5,"N/A",""
669,5,"N/A",""
670,5,"N/A",""
671,5,"N/A",""
674,5,"N/A",""
675,5,"N/A",""
676,5,"N/A",""
677,5,"N/A",""
678,5,"N/A",""
679,5,"N/A",""
680,5,"N/A",""
683,5,"N/A",""
686,5,"N/A",""
687,5,"N/A",""
688,5,"N/A",""
689,5,"N/A",""
690,5,"N/A",""
691,5,"N/A",""
692,5,"N/A",""
693,5,"N/A",""
695,5,"N/A",""
698,5,"N/A",""
699,5,"N/A",""
701,5,"N/A",""
710,5,"N/A",""
711,5,"N/A",""
717,5,"N/A",""
723,5,"N/A",""
726,5,"N/A",""
728,5,"N/A",""
729,5,"N/A",""
730,5,"N/A",""
731,5,"N/A",""
732,5,"N/A",""
733,5,"N/A",""
734,5,"N/A",""
735,5,"N/A",""
736,5,"N/A",""
743,5,"N/A",""
745,5,"N/A",""
746,5,"N/A",""
747,5,"N/A",""
748,5,"N/A",""
750,5,"N/A",""
752,5,"N/A",""
753,5,"N/A",""
754,5,"N/A",""
755,5,"N/A",""
756,5,"N/A",""
757,5,"N/A",""
762,5,"N/A",""
763,5,"N/A",""
764,5,"N/A",""
766,5,"N/A",""
767,5,"N/A",""
768,5,"N/A",""
769,5,"N/A",""
770,5,"N/A",""
782,5,"N/A",""
783,5,"N/A",""
785,5,"N/A",""
786,5,"N/A",""
787,5,"N/A",""
788,5,"N/A",""
791,5,"N/A",""
794,5,"N/A",""
796,5,"N/A",""
798,5,"N/A",""
800,5,"N/A",""
801,5,"N/A",""
802,5,"N/A",""
803,5,"N/A",""
806,5,"N/A",""
807,5,"N/A",""
809,5,"N/A",""
812,5,"N/A",""
813,5,"N/A",""
816,5,"N/A",""
818,5,"N/A",""
819,5,"N/A",""
820,5,"N/A",""
821,5,"N/A",""
824,5,"N/A",""
825,5,"N/A",""
826,5,"N/A",""
827,5,"N/A",""
828,5,"N/A",""
829,5,"N/A",""
830,5,"N/A",""
831,5,"N/A",""
832,5,"N/A",""
833,5,"N/A",""
834,5,"N/A",""
836,5,"N/A",""
847,5,"N/A",""
848,5,"N/A",""
849,5,"N/A",""
851,5,"N/A",""
854,5,"N/A",""
858,5,"N/A",""
859,5,"N/A",""
863,5,"N/A",""
868,5,"N/A",""
870,5,"N/A",""
874,5,"N/A",""
875,5,"N/A",""
876,5,"N/A",""
885,5,"N/A",""
899,5,"N/A",""
921,5,"N/A",""
922,5,"N/A",""
923,5,"N/A",""
924,5,"N/A",""
948,5,"N/A",""
949,5,"N/A",""
950,5,"N/A",""
951,5,"N/A",""
952,5,"N/A",""
953,5,"N/A",""
955,5,"N/A",""
956,5,"N/A",""
960,5,"N/A",""
963,5,"N/A",""
964,5,"N/A",""
967,5,"N/A",""
982,5,"N/A",""
984,5,"N/A",""
987,5,"N/A",""
992,5,"N/A",""
996,5,"N/A",""
999,5,"N/A",""
1002,5,"N/A",""
1003,5,"N/A",""
1004,5,"N/A",""
1005,5,"N/A",""
1006,5,"N/A",""
1007,5,"N/A",""
1008,5,"N/A",""
1009,5,"N/A",""
1010,5,"N/A",""
1020,5,"N/A",""
1030,5,"N/A",""
1031,5,"N/A",""
1032,5,"N/A",""
1033,5,"N/A",""
1034,5,"N/A",""
1035,5,"N/A",""
1036,5,"N/A",""
1042,5,"N/A",""
1049,5,"N/A",""
1050,5,"N/A",""
1056,5,"N/A",""
1068,5,"N/A",""
1069,5,"N/A",""
1072,5,"N/A",""
1073,5,"N/A",""
1096,5,"N/A",""
1098,5,"N/A",""
1099,5,"N/A",""
1100,5,"N/A",""
1116,5,"N/A",""
1117,5,"N/A",""
1123,5,"N/A",""
1124,5,"N/A",""
1126,5,"N/A",""
1127,5,"N/A",""
1128,5,"N/A",""
1129,5,"N/A",""
1130,5,"N/A",""
1131,5,"N/A",""
1132,5,"N/A",""
1133,5,"N/A",""
1134,5,"N/A",""
1135,5,"N/A",""
1136,5,"N/A",""
1137,5,"N/A",""
1142,5,"N/A",""
1157,5,"N/A",""
1159,5,"N/A",""
1160,5,"N/A",""
1167,5,"N/A",""
1168,5,"N/A",""
1169,5,"N/A",""
1170,5,"N/A",""
1171,5,"N/A",""
1172,5,"N/A",""
1173,5,"N/A",""
1174,5,"N/A",""
1175,5,"N/A",""
1178,5,"N/A",""
1186,5,"N/A",""
1191,5,"N/A",""
1192,5,"N/A",""
1193,5,"N/A",""
1194,5,"N/A",""
1200,5,"N/A",""
1201,5,"N/A",""
1202,5,"N/A",""
1203,5,"N/A",""
1204,5,"N/A",""
1205,5,"N/A",""
1213,5,"N/A",""
1214,5,"N/A",""
1225,5,"N/A",""
1226,5,"N/A",""
1230,5,"N/A",""
1231,5,"N/A",""
1232,5,"N/A",""
1235,5,"N/A",""
1237,5,"N/A",""
1238,5,"N/A",""
1239,5,"N/A",""
1241,5,"N/A",""
1242,5,"N/A",""
1243,5,"N/A",""
1245,5,"N/A",""
1255,5,"N/A",""
1256,5,"N/A",""
1257,5,"N/A",""
1258,5,"N/A",""
1259,5,"N/A",""
1260,5,"N/A",""
1262,5,"N/A",""
1263,5,"N/A",""
1273,5,"N/A",""
1274,5,"N/A",""
1275,5,"N/A",""
1276,5,"N/A",""
1277,5,"N/A",""
1278,5,"N/A",""
1279,5,"N/A",""
1283,5,"N/A",""
1284,5,"N/A",""
1285,5,"N/A",""
1286,5,"N/A",""
1289,5,"N/A",""
1291,5,"N/A",""
1292,5,"N/A",""
1293,5,"N/A",""
1294,5,"N/A",""
1295,5,"N/A",""
1297,5,"N/A",""
1298,5,"N/A",""
1299,5,"N/A",""
1300,5,"N/A",""
1302,5,"N/A",""
1303,5,"N/A",""
1304,5,"N/A",""
1305,5,"N/A",""
1316,5,"N/A",""
1317,5,"N/A",""
1318,5,"N/A",""
1329,5,"N/A",""
1341,5,"N/A",""
1342,5,"N/A",""
1343,5,"N/A",""
1344,5,"N/A",""
1345,5,"N/A",""
1347,5,"N/A",""
1348,5,"N/A",""
1349,5,"N/A",""
1350,5,"N/A",""
1351,5,"N/A",""
1352,5,"N/A",""
1353,5,"N/A",""
1358,5,"N/A",""
1361,5,"N/A",""
1362,5,"N/A",""
1363,5,"N/A",""
1364,5,"N/A",""
1365,5,"N/A",""
1366,5,"N/A",""
1367,5,"N/A",""
1368,5,"N/A",""
1369,5,"N/A",""
1370,5,"N/A",""
1371,5,"N/A",""
1372,5,"N/A",""
1373,5,"N/A",""
1374,5,"N/A",""
1378,5,"N/A",""
1379,5,"N/A",""
1380,5,"N/A",""
1381,5,"N/A",""
1382,5,"N/A",""
1383,5,"N/A",""
1384,5,"N/A",""
1393,5,"N/A",""
1394,5,"N/A",""
1395,5,"N/A",""
1396,5,"N/A",""
1405,5,"N/A",""
1406,5,"N/A",""
1409,5,"N/A",""
1410,5,"N/A",""
1411,5,"N/A",""
1412,5,"N/A",""
1413,5,"N/A",""
1414,5,"N/A",""
1415,5,"N/A",""
1416,5,"N/A",""
1417,5,"N/A",""
1430,5,"N/A",""
1431,5,"N/A",""
1434,5,"N/A",""
1435,5,"N/A",""
1441,5,"N/A",""
1442,5,"N/A",""
1447,5,"N/A",""
1448,5,"N/A",""
1449,5,"N/A",""
1450,5,"N/A",""
1458,5,"N/A",""
1461,5,"N/A",""
1462,5,"N/A",""
1463,5,"N/A",""
1464,5,"N/A",""
1466,5,"N/A",""
1468,5,"N/A",""
1469,5,"N/A",""
1470,5,"N/A",""
1471,5,"N/A",""
1472,5,"N/A",""
1473,5,"N/A",""
1474,5,"N/A",""
1475,5,"N/A",""
1476,5,"N/A",""
1480,5,"N/A",""
1481,5,"N/A",""
1483,5,"N/A",""
1484,5,"N/A",""
1485,5,"N/A",""
1486,5,"N/A",""
1489,5,"N/A",""
1490,5,"N/A",""
1491,5,"N/A",""
1492,5,"N/A",""
1499,5,"N/A",""
1500,5,"N/A",""
1502,5,"N/A",""
1503,5,"N/A",""
1504,5,"N/A",""
1505,5,"N/A",""
1506,5,"N/A",""
1517,5,"N/A",""
1518,5,"N/A",""
1519,5,"N/A",""
1520,5,"N/A",""
1524,5,"N/A",""
1525,5,"N/A",""
1526,5,"N/A",""
1527,5,"N/A",""
1534,5,"N/A",""
1536,5,"N/A",""
1537,5,"N/A",""
1539,5,"N/A",""
1540,5,"N/A",""
1541,5,"N/A",""
1542,5,"N/A",""
1543,5,"N/A",""
1544,5,"N/A",""
1545,5,"N/A",""
1546,5,"N/A",""
1547,5,"N/A",""
1548,5,"N/A",""
1549,5,"N/A",""
1550,5,"N/A",""
1552,5,"N/A",""
1553,5,"N/A",""
1554,5,"N/A",""
1555,5,"N/A",""
1556,5,"N/A",""
1557,5,"N/A",""
1558,5,"N/A",""
1562,5,"N/A",""
1563,5,"N/A",""
1565,5,"N/A",""
1572,5,"N/A",""
1573,5,"N/A",""
1575,5,"N/A",""
1595,5,"N/A",""
1606,5,"N/A",""
1607,5,"N/A",""
1615,5,"N/A",""
1618,5,"N/A",""
1619,5,"N/A",""
1625,5,"N/A",""
1626,5,"N/A",""
1629,5,"N/A",""
1633,5,"N/A",""
1634,5,"N/A",""
1635,5,"N/A",""
1636,5,"N/A",""
1637,5,"N/A",""
1638,5,"N/A",""
1639,5,"N/A",""
1645,5,"N/A",""
1646,5,"N/A",""
1648,5,"N/A",""
1649,5,"N/A",""
1651,5,"N/A",""
1658,5,"N/A",""
1661,5,"N/A",""
1662,5,"N/A",""
1663,5,"N/A",""
1664,5,"N/A",""
1666,5,"N/A",""
1667,5,"N/A",""
1668,5,"N/A",""
1680,5,"N/A",""
1686,5,"N/A",""
1692,5,"N/A",""
1695,5,"N/A",""
1698,5,"N/A",""
1702,5,"N/A",""
1703,5,"N/A",""
1704,5,"N/A",""
1712,5,"N/A",""
1713,5,"N/A",""
1714,5,"N/A",""
1715,5,"N/A",""
1716,5,"N/A",""
1717,5,"N/A",""
1718,5,"N/A",""
1719,5,"N/A",""
1721,5,"N/A",""
1736,5,"N/A",""
1737,5,"N/A",""
1738,5,"N/A",""
1739,5,"N/A",""
1740,5,"N/A",""
1744,5,"N/A",""
1745,5,"N/A",""
1746,5,"N/A",""
1747,5,"N/A",""
1748,5,"N/A",""
1749,5,"N/A",""
1750,5,"N/A",""
1751,5,"N/A",""
1752,5,"N/A",""
1753,5,"N/A",""
1754,5,"N/A",""
1755,5,"N/A",""
1756,5,"N/A",""
1757,5,"N/A",""
1758,5,"N/A",""
1759,5,"N/A",""
1760,5,"N/A",""
1761,5,"N/A",""
1762,5,"N/A",""
1763,5,"N/A",""
1764,5,"N/A",""
1765,5,"N/A",""
1766,5,"N/A",""
1769,5,"N/A",""
1771,5,"N/A",""
1772,5,"N/A",""
1774,5,"N/A",""
1775,5,"N/A",""
1789,5,"N/A",""
1791,5,"N/A",""
1792,5,"N/A",""
1798,5,"N/A",""
1808,5,"N/A",""
1809,5,"N/A",""
1812,5,"N/A",""
1813,5,"N/A",""
1814,5,"N/A",""
1815,5,"N/A",""
1816,5,"N/A",""
1818,5,"N/A",""
1819,5,"N/A",""
1820,5,"N/A",""
1822,5,"N/A",""
1827,5,"N/A",""
1829,5,"N/A",""
1830,5,"N/A",""
1838,5,"N/A",""
1839,5,"N/A",""
1841,5,"N/A",""
1842,5,"N/A",""
1843,5,"N/A",""
1844,5,"N/A",""
1846,5,"N/A",""
1847,5,"N/A",""
1853,5,"N/A",""
1854,5,"N/A",""
1855,5,"N/A",""
1856,5,"N/A",""
1859,5,"N/A",""
1881,5,"N/A",""
1882,5,"N/A",""
1885,5,"N/A",""
1886,5,"N/A",""
1887,5,"N/A",""
1889,5,"N/A",""
1890,5,"N/A",""
1895,5,"N/A",""
1896,5,"N/A",""
1897,5,"N/A",""
1901,5,"N/A",""
1914,5,"N/A",""
1921,5,"N/A",""
1922,5,"N/A",""
1925,5,"N/A",""
1926,5,"N/A",""
1927,5,"N/A",""
1928,5,"N/A",""
1929,5,"N/A",""
1930,5,"N/A",""
1932,5,"N/A",""
1935,5,"N/A",""
1940,5,"N/A",""
1942,5,"N/A",""
1955,5,"N/A",""
1963,5,"N/A",""
1969,5,"N/A",""
1970,5,"N/A",""
1971,5,"N/A",""
1972,5,"N/A",""
1973,5,"N/A",""
1974,5,"N/A",""
1975,5,"N/A",""
1976,5,"N/A",""
1977,5,"N/A",""
1978,5,"N/A",""
1979,5,"N/A",""
1980,5,"N/A",""
1981,5,"N/A",""
1984,5,"N/A",""
1985,5,"N/A",""
2003,5,"N/A",""
2008,5,"N/A",""
2017,5,"N/A",""
2018,5,"N/A",""
2019,5,"N/A",""
2020,5,"N/A",""
2024,5,"N/A",""
2033,5,"N/A",""
2044,5,"N/A",""
2051,5,"N/A",""
2052,5,"N/A",""
2056,5,"N/A",""
2061,5,"N/A",""
2070,5,"N/A",""
2071,5,"N/A",""
2072,5,"N/A",""
2073,5,"N/A",""
2090,5,"N/A",""
2092,5,"N/A",""
2093,5,"N/A",""
2094,5,"N/A",""
2096,5,"N/A",""
2113,5,"N/A",""
2114,5,"N/A",""
2121,5,"N/A",""
2122,5,"N/A",""
2123,5,"N/A",""
2126,5,"N/A",""
2127,5,"N/A",""
2129,5,"N/A",""
2130,5,"N/A",""
2131,5,"N/A",""
2132,5,"N/A",""
2133,5,"N/A",""
2134,5,"N/A",""
2140,5,"N/A",""
2141,5,"N/A",""
2142,5,"N/A",""
2143,5,"N/A",""
2150,5,"N/A",""
2151,5,"N/A",""
2152,5,"N/A",""
2157,5,"N/A",""
2158,5,"N/A",""
2162,5,"N/A",""
2163,5,"N/A",""
2164,5,"N/A",""
2165,5,"N/A",""
2166,5,"N/A",""
2167,5,"N/A",""
2168,5,"N/A",""
2170,5,"N/A",""
2171,5,"N/A",""
2172,5,"N/A",""
2183,5,"N/A",""
2184,5,"N/A",""
2185,5,"N/A",""
2186,5,"N/A",""
2190,5,"N/A",""
2196,5,"N/A",""
2205,5,"N/A",""
2206,5,"N/A",""
2208,5,"N/A",""
2210,5,"N/A",""
2211,5,"N/A",""
2212,5,"N/A",""
2213,5,"N/A",""
2227,5,"N/A",""
2234,5,"N/A",""
2241,5,"N/A",""
2242,5,"N/A",""
2244,5,"N/A",""
2245,5,"N/A",""
2246,5,"N/A",""
2247,5,"N/A",""
2248,5,"N/A",""
2249,5,"N/A",""
2250,5,"N/A",""
2260,5,"N/A",""
2263,5,"N/A",""
2264,5,"N/A",""
2265,5,"N/A",""
2266,5,"N/A",""
2267,5,"N/A",""
2268,5,"N/A",""
2269,5,"N/A",""
2270,5,"N/A",""
2273,5,"N/A",""
2274,5,"N/A",""
2277,5,"N/A",""
2278,5,"N/A",""
2279,5,"N/A",""
2282,5,"N/A",""
2283,5,"N/A",""
2287,5,"N/A",""
2288,5,"N/A",""
2290,5,"N/A",""
2293,5,"N/A",""
2294,5,"N/A",""
2295,5,"N/A",""
2298,5,"N/A",""
2300,5,"N/A",""
2301,5,"N/A",""
2302,5,"N/A",""
2303,5,"N/A",""
2305,5,"N/A",""
2306,5,"N/A",""
2307,5,"N/A",""
2308,5,"N/A",""
2309,5,"N/A",""
2310,5,"N/A",""
2311,5,"N/A",""
2321,5,"N/A",""
2323,5,"N/A",""
2329,5,"N/A",""
2332,5,"N/A",""
2333,5,"N/A",""
2334,5,"N/A",""
2335,5,"N/A",""
2336,5,"N/A",""
2337,5,"N/A",""
2338,5,"N/A",""
2343,5,"N/A",""
2345,5,"N/A",""
2346,5,"N/A",""
2347,5,"N/A",""
2349,5,"N/A",""
2351,5,"N/A",""
2352,5,"N/A",""
2353,5,"N/A",""
2354,5,"N/A",""
2355,5,"N/A",""
2356,5,"N/A",""
2361,5,"N/A",""
2362,5,"N/A",""
2368,5,"N/A",""
2374,5,"N/A",""
2375,5,"N/A",""
2376,5,"N/A",""
2377,5,"N/A",""
2378,5,"N/A",""
2381,5,"N/A",""
2383,5,"N/A",""
2385,5,"N/A",""
2389,5,"N/A",""
2392,5,"N/A",""
2401,5,"N/A",""
2402,5,"N/A",""
2403,5,"N/A",""
2404,5,"N/A",""
2406,5,"N/A",""
2407,5,"N/A",""
2409,5,"N/A",""
1287,8,"Fort Worth TX","Fort Worth"
617,8,"Tampa FL","Tampa"
918,8,"Chicago IL","Chicago"
1075,8,"Portland OR","Portland"
1077,8,"Portland OR","Portland"
1284,8,"Fort Worth TX","Fort Worth"
1288,8,"Utica NY","Utica"
1367,8,"Monroe WI","Monroe"
1559,8,"Longmont CO","Longmont"
1714,8,"Paonia CO","Paonia"
1851,8,"Chico CA","Chico"
1883,8,"Durango CO","Durango"
2112,8,"Manhattan KS","Manhattan"
2319,8,"Westminster MA","Westminster"
2364,8,"Lake Barrington IL","Lake Barrington"
1287,9,"","TX"
20,9,"","CA"
47,9,"","MO"
121,9,"","WI"
134,9,"","TX"
139,9,"","NC"
155,9,"","MI"
183,9,"","CA"
230,9,"","MN"
310,9,"","VA"
352,9,"","CO"
381,9,"","CO"
410,9,"","MI"
451,9,"","FL"
461,9,"","NY"
466,9,"","NV"
472,9,"","TX"
500,9,"","OK"
508,9,"","OR"
518,9,"","MA"
528,9,"","MA"
542,9,"","NC"
543,9,"","NC"
550,9,"","NJ"
572,9,"","CO"
578,9,"","CA"
584,9,"","VA"
588,9,"","IN"
617,9,"","FL"
642,9,"","IA"
646,9,"","AR"
715,9,"","IL"
716,9,"","IL"
723,9,"","CA"
779,9,"","CO"
793,9,"","CA"
805,9,"","CA"
846,9,"","TX"
864,9,"","MI"
886,9,"","WI"
890,9,"","CA"
897,9,"","CA"
918,9,"","IL"
940,9,"","IN"
952,9,"","CO"
1028,9,"","MA"
1039,9,"","CA"
1059,9,"","PA"
1075,9,"","OR"
1077,9,"","OR"
1088,9,"","OR"
1120,9,"","MA"
1137,9,"","WI"
1148,9,"","TX"
1156,9,"","NY"
1158,9,"","AK"
1187,9,"","NM"
1203,9,"","MT"
1211,9,"","PA"
1239,9,"","OR"
1246,9,"","OH"
1284,9,"","TX"
1288,9,"","NY"
1294,9,"","NY"
1342,9,"","IL"
1367,9,"","WI"
1374,9,"","CA"
1376,9,"","CA"
1430,9,"","OR"
1480,9,"","SC"
1558,9,"","CO"
1559,9,"","CO"
1582,9,"","CO"
1587,9,"","CO"
1591,9,"","CO"
1620,9,"","ME"
1641,9,"","MI"
1670,9,"","CO"
1691,9,"","GA"
1708,9,"","CO"
1714,9,"","CO"
1735,9,"","OH"
1738,9,"","ME"
1743,9,"","PA"
1747,9,"","PA"
1759,9,"","MI"
1772,9,"","PA"
1800,9,"","AZ"
1831,9,"","OR"
1851,9,"","CA"
1860,9,"","NY"
1865,9,"","NY"
1883,9,"","CO"
1905,9,"","PA"
1926,9,"","ID"
1932,9,"","ID"
1955,9,"","TX"
1979,9,"","IL"
2019,9,"","MD"
2030,9,"","MN"
2041,9,"","IN"
2042,9,"","IN"
2044,9,"","IN"
2060,9,"","IN"
2073,9,"","MN"
2112,9,"","KS"
2132,9,"","IL"
2143,9,"","VT"
2186,9,"","NE"
2195,9,"","IN"
2204,9,"","CO"
2217,9,"","PA"
2270,9,"","CA"
2286,9,"","CO"
2293,9,"","CO"
2314,9,"","PA"
2319,9,"","MA"
2364,9,"","IL"
2370,9,"","VA"
2376,9,"","MT"
2393,9,"","NH"
386,4,"0.057999999999999996%","0.058"
386,8,"Plainfield IN","Plainfield"
528,8,"Gloucester MA","Gloucester"
646,8,"Springdale AR","Springdale"
1059,8,"Pittsburgh PA","Pittsburgh"
1120,8,"Framingham MA","Framingham"
1246,8,"Cincinnati OH","Cincinnati"
1735,8,"Cincinnati OH","Cincinnati"
2195,8,"Evansville IN","Evansville"
2370,8,"Nellysford VA","Nellysford"
386,9,"","IN"
2135,4,"0.047%","0.047"
2135,8,"Athens GA","Athens"
2135,9,"","GA"
309,4,"0.08%","0.08"
79,4,"0.065%","0.065"
97,4,"0.065%","0.065"
108,4,"0.057999999999999996%","0.058"
111,4,"0.057999999999999996%","0.058"
121,4,"0.047%","0.047"
161,4,"0.08%","0.08"
214,4,"0.057999999999999996%","0.058"
217,4,"0.057999999999999996%","0.058"
235,4,"0.047%","0.047"
265,4,"0.057999999999999996%","0.058"
350,4,"0.057999999999999996%","0.058"
370,4,"0.047%","0.047"
396,4,"0.065%","0.065"
463,4,"0.08%","0.08"
468,4,"0.057999999999999996%","0.058"
475,4,"0.065%","0.065"
519,4,"0.065%","0.065"
563,4,"0.057999999999999996%","0.058"
589,4,"0.08%","0.08"
685,4,"0.065%","0.065"
688,4,"0.065%","0.065"
689,4,"0.065%","0.065"
727,4,"0.065%","0.065"
740,4,"0.057999999999999996%","0.058"
799,4,"0.08%","0.08"
803,4,"0.047%","0.047"
820,4,"0.065%","0.065"
837,4,"0.047%","0.047"
867,4,"0.065%","0.065"
877,4,"0.065%","0.065"
880,4,"0.065%","0.065"
891,4,"0.057999999999999996%","0.058"
912,4,"0.057999999999999996%","0.058"
992,4,"0.065%","0.065"
1044,4,"0.08%","0.08"
1058,4,"0.047%","0.047"
1059,4,"0.057999999999999996%","0.058"
1088,4,"0.057999999999999996%","0.058"
1099,4,"0.065%","0.065"
1110,4,"0.057999999999999996%","0.058"
1145,4,"0.057999999999999996%","0.058"
1148,4,"0.047%","0.047"
1157,4,"0.057999999999999996%","0.058"
1161,4,"0.065%","0.065"
1162,4,"0.065%","0.065"
1165,4,"0.065%","0.065"
1238,4,"0.057999999999999996%","0.058"
1256,4,"0.065%","0.065"
1273,4,"0.047%","0.047"
1283,4,"0.08%","0.08"
1288,4,"0.065%","0.065"
1295,4,"0.047%","0.047"
1335,4,"0.08%","0.08"
1357,4,"0.065%","0.065"
1455,4,"0.065%","0.065"
1474,4,"0.065%","0.065"
1573,4,"0.08%","0.08"
1575,4,"0.08%","0.08"
1587,4,"0.08%","0.08"
1591,4,"0.065%","0.065"
1593,4,"0.065%","0.065"
1599,4,"0.08%","0.08"
1630,4,"0.065%","0.065"
